district,nitrogen,phosphorus,potassium,temperature,ph,rainfall,label,yield,area,season,humidity,irrigation_type,soil_type,year_actual
12,142.94,67.15,72.93,20.36,6.63,1452.98,TURMERIC,0.128995,22029.68,2,70.04,3,2,2010
4,39.7,69.46,48.31,23.89,6.2,808.39,GROUNDNUT,0.02314,39009.16,1,68.43,0,3,2012
6,95.98,72.93,70.51,17.2,6.27,599.32,GRAPES,0.036901,39129.7,1,47.98,3,3,2020
34,102.02,44.28,44.47,26.15,7.42,784.42,JOWAR,0.044234,1187.27,4,33.26,0,1,2022
24,158.42,77.23,66.76,26.54,7.02,1481.15,BANANA,1.035463,9583.13,4,80.23,4,0,2019
14,131.33,54.26,54.66,32.09,6.13,1839.8,RICE,0.120789,42505.67,3,93.03,4,0,2016
9,38.82,53.99,52.79,30.5,6.51,1137.93,GROUNDNUT,0.020594,42707.61,3,49.63,0,4,2010
29,106.1,67.08,80.24,21.22,5.85,829.25,POTATO,0.218667,16572.84,3,67.5,1,0,2015
19,118.94,66.76,48.19,15.95,6.98,303.73,WHEAT,0.032431,14043.02,4,36.23,0,1,2015
14,90.63,74.45,79.59,17.09,7.21,459.42,GRAPES,0.01,28683.7,3,50.16,4,4,2019
23,27.07,46.39,39.57,18.11,6.76,321.4,GRAM,0.015568,43089.7,4,35.2,0,3,2023
33,122.68,69.16,58.31,31.77,6.03,1071.67,MAIZE,0.01,21076.13,4,58.41,0,0,2017
13,112.02,52.57,68.2,22.75,6.6,808.09,COTTON,0.087325,1982.8,1,60.34,2,0,2015
19,124.62,69.33,52.6,34.13,6.22,1050.84,COTTON,0.01,18044.68,4,51.71,1,0,2017
8,111.34,60.71,83.96,30.28,6.4,320.74,GRAPES,0.020512,43654.29,3,66.69,3,4,2015
35,28.35,58.39,46.36,31.8,6.47,824.14,BLACKGRAM,0.026848,2838.39,4,50.84,0,2,2020
1,101.67,59.07,50.97,21.89,6.22,763.8,WHEAT,0.019528,48192.3,2,49.79,0,1,2019
32,104.3,64.11,55.62,27.97,7.5,922.03,MAIZE,0.057081,26734.87,2,50.64,2,1,2016
17,130.11,63.36,46.14,23.66,5.91,452.77,MAIZE,0.029067,17780.28,3,51.74,3,0,2017
8,36.81,54.25,39.93,19.33,7.78,455.86,LENTIL,0.023683,38334.65,3,42.06,2,3,2013
6,31.89,50.86,48.93,32.31,6.61,756.73,BLACKGRAM,0.058344,3703.17,2,61.58,0,0,2013
20,94.6,45.37,40.96,35.67,6.67,435.05,BAJRA,0.031229,5856.6,4,41.77,0,0,2016
24,28.08,66.17,63.64,33.07,6.06,471.33,GROUNDNUT,0.0205,5969.12,1,65.75,0,4,2010
16,37.13,56.6,58.88,34.24,7.33,635.8,BLACKGRAM,0.035845,41286.46,4,79.98,0,4,2021
26,134.01,57.34,58.9,25.33,7.28,510.63,MAIZE,0.027958,19898.04,4,48.56,1,1,2017
18,90.64,54.31,53.54,37.02,6.55,587.96,BAJRA,0.017066,20425.85,1,58.06,0,1,2023
13,83.21,48.06,42.88,25.46,7.2,338.34,BAJRA,0.013934,6651.27,1,52.39,0,0,2016
19,132.93,55.43,66.27,33.63,7.69,937.98,COTTON,0.060119,19946.84,1,66.41,0,0,2015
29,122.79,74.84,85.77,21.67,5.63,430.27,POTATO,0.035073,48940.21,3,73.95,1,1,2022
5,100.96,65.68,43.39,24.14,7.41,765.65,WHEAT,0.01,32841.03,1,62.46,0,0,2014
18,114.19,54.06,57.81,32.81,5.7,1309.37,RICE,0.046158,32539.19,2,89.7,3,1,2019
2,101.21,69.36,65.54,25.11,6.4,411.76,ONION,0.260508,27201.8,4,53.06,3,1,2010
17,22.13,65.88,46.3,23.71,6.34,823.2,SOYABEAN,0.025009,8560.14,1,70.85,0,2,2020
7,30.59,47.75,43.25,20.82,7.92,541.09,LENTIL,0.148922,34705.51,3,55.07,1,4,2015
10,39.88,42.69,59.2,25.83,7.13,586.46,BLACKGRAM,0.01,17071.48,1,78.97,0,4,2010
19,105.07,50.31,61.19,26.78,6.71,969.6,ONION,0.324975,36013.6,1,64.28,0,1,2017
29,19.66,36.51,33.48,34.62,6.55,786.6,MOTHBEANS,0.031425,45019.51,2,48.97,0,0,2014
23,104.99,56.72,61.64,29.13,7.06,428.26,COTTON,0.108858,7752.78,1,52.05,0,1,2020
31,109.86,69.02,65.85,27.42,7.08,656.54,ONION,0.053587,49675.35,2,55.16,0,1,2019
34,111.45,64.67,74.51,21.48,6.98,416.7,GRAPES,0.033434,29455.55,1,45.24,2,4,2021
32,107.83,69.23,55.1,27.25,6.31,991.34,ONION,0.217568,13935.5,1,44.53,3,3,2018
19,86.13,47.51,43.48,29.63,6.15,497.04,BAJRA,0.01,11065.99,4,47.45,0,0,2013
32,20.23,51.79,53.73,29.01,6.87,1192.94,GROUNDNUT,0.042086,15202.21,4,72.98,0,3,2011
10,25.09,61.54,58.77,21.56,6.08,1059.09,SOYABEAN,0.01,39086.5,2,58.32,0,3,2019
21,96.92,46.78,46.37,37.43,6.69,300.88,BAJRA,0.01,21377.66,1,57.7,1,0,2018
35,117.49,67.4,97.53,17.24,6.11,728.98,POTATO,0.132936,10732.45,3,53.28,0,0,2010
23,123.13,61.89,50.93,22.88,7.18,455.96,WHEAT,0.013815,5125.41,3,59.34,1,0,2013
2,90.05,43.48,53.49,31.01,7.12,350.78,BAJRA,0.010178,3424.29,2,39.04,1,0,2015
23,82.16,65.51,80.26,24.53,6.8,849.55,GRAPES,0.055288,30524.19,2,70.43,4,3,2012
20,130.48,56.77,40.39,25.61,7.0,1453.8,RICE,0.033437,24225.78,4,61.15,2,2,2010
15,146.31,73.57,65.06,22.76,6.91,1415.7,TURMERIC,0.129415,12813.41,1,65.46,2,1,2016
30,139.62,77.43,77.76,29.61,6.9,1075.44,BANANA,0.532714,22126.99,4,88.51,2,2,2021
7,93.44,63.03,76.07,32.75,7.38,486.28,GRAPES,0.017365,8067.49,1,72.3,3,4,2021
15,25.64,47.09,32.16,29.85,7.75,412.4,MOTHBEANS,0.037981,23533.55,4,46.96,0,0,2021
14,21.78,46.28,40.76,22.74,7.33,845.07,LENTIL,0.132901,44954.68,2,43.46,0,3,2010
25,134.51,68.71,69.11,29.78,6.75,1477.03,BANANA,1.012088,28156.28,4,66.31,4,3,2012
16,37.99,69.01,54.06,25.94,6.33,624.77,SOYABEAN,0.033376,13114.59,4,70.54,0,3,2017
35,101.95,63.63,84.34,23.32,5.54,922.27,POTATO,0.099267,10127.5,1,66.43,1,0,2013
28,30.19,50.33,47.62,18.41,7.61,436.92,LENTIL,0.01,25451.55,3,54.44,0,4,2016
14,140.47,76.73,83.46,22.13,6.83,1401.79,SUGARCANE,0.116355,46767.8,4,62.44,1,0,2012
13,25.41,41.0,42.08,24.88,6.95,433.98,LENTIL,0.022572,41855.81,3,64.86,1,4,2017
13,88.72,46.28,46.68,24.63,6.89,337.93,JOWAR,0.012329,5262.57,4,53.02,0,0,2020
31,21.97,30.7,31.43,39.02,7.7,462.46,MOTHBEANS,0.025921,29565.33,4,64.83,0,0,2010
33,82.58,54.19,50.68,37.31,6.34,234.27,BAJRA,0.01,25020.29,3,38.75,0,0,2016
13,21.57,30.74,24.39,37.84,7.11,482.15,MOTHBEANS,0.021833,26932.12,4,43.26,0,1,2014
31,144.69,72.6,67.92,29.74,6.45,1367.69,TURMERIC,0.013582,7100.26,1,69.25,1,2,2013
22,22.66,44.03,43.77,24.12,6.37,433.74,GRAM,0.016599,12422.3,2,49.69,1,4,2015
32,120.24,77.25,85.42,19.85,5.57,800.15,POTATO,0.217837,19181.19,1,78.57,0,0,2010
11,25.05,46.62,44.88,17.79,6.65,758.82,LENTIL,0.01,17261.96,3,64.15,0,4,2010
29,11.81,48.37,27.32,25.03,7.98,456.31,MOTHBEANS,0.01,21591.96,3,57.5,0,0,2018
11,133.8,66.88,70.63,25.18,7.03,1666.62,SUGARCANE,0.250913,42392.96,2,68.69,0,2,2012
30,108.89,61.31,52.52,14.61,6.72,633.53,WHEAT,0.071138,27370.27,3,42.18,0,0,2017
29,152.52,70.16,68.46,25.79,6.26,1580.38,BANANA,0.500862,31673.04,4,94.19,3,1,2010
21,127.87,60.11,56.64,22.95,5.68,1163.67,RICE,0.011905,38010.93,2,90.97,2,3,2020
12,111.27,67.58,63.71,22.55,7.35,789.69,MAIZE,0.041896,26409.94,4,60.68,3,1,2023
28,112.64,61.29,52.9,24.58,6.54,679.13,WHEAT,0.014796,48876.85,4,60.93,1,1,2014
19,126.58,61.0,45.13,24.29,6.32,1241.74,RICE,0.044983,3905.82,4,72.01,2,0,2019
35,143.4,69.06,71.84,22.99,6.61,1434.49,SUGARCANE,0.340169,21750.3,4,67.5,4,0,2015
27,31.06,69.17,50.05,30.6,6.29,1022.78,GROUNDNUT,0.021306,1301.07,3,70.28,0,4,2022
5,126.88,61.78,79.55,28.95,6.32,1677.89,TURMERIC,0.144168,8641.06,2,85.78,2,0,2019
32,124.32,77.99,98.51,18.19,6.36,578.05,POTATO,0.108268,35784.34,4,62.59,2,0,2021
15,107.22,59.76,59.2,24.85,5.76,1845.64,RICE,0.047145,42706.87,2,75.36,2,1,2019
28,114.42,70.53,90.39,15.89,6.31,655.26,POTATO,0.130281,23001.76,3,67.38,3,1,2018
35,118.02,61.05,97.51,19.65,5.56,616.44,POTATO,0.092214,24385.23,1,66.81,3,0,2020
25,137.18,84.46,67.1,25.85,6.44,1194.92,BANANA,0.338945,34223.98,1,70.61,4,0,2013
26,30.66,45.66,34.67,19.89,7.59,429.52,LENTIL,0.01,36459.16,1,43.41,0,3,2011
9,94.05,62.04,71.97,23.2,7.3,918.49,ONION,0.275527,20841.39,1,60.01,1,1,2016
14,103.63,57.07,57.71,22.63,6.64,1322.51,RICE,0.01891,30600.57,4,89.36,4,3,2014
27,95.45,43.26,50.99,22.81,6.82,461.12,JOWAR,0.01,34618.85,3,35.87,0,0,2015
3,119.45,68.75,55.64,23.21,6.49,655.16,COTTON,0.068946,9994.6,3,52.48,2,0,2014
15,83.39,40.29,51.69,30.92,7.26,482.06,BAJRA,0.030615,22798.13,4,50.03,0,0,2021
22,38.71,76.59,56.68,28.01,6.03,948.98,SOYABEAN,0.062594,39836.56,3,68.98,0,3,2012
15,80.86,55.57,74.95,19.78,7.08,475.05,GRAPES,0.01,31670.93,4,39.51,3,4,2018
3,39.75,71.25,59.61,21.62,6.57,1037.72,SOYABEAN,0.01899,46485.98,1,45.1,0,2,2011
9,31.08,47.86,43.05,15.77,7.85,636.09,LENTIL,0.01,49667.9,1,67.44,0,4,2019
31,20.54,48.45,34.88,24.85,7.43,342.28,GRAM,0.015265,32073.58,2,64.93,0,4,2021
30,129.63,64.32,51.02,29.83,6.28,411.79,COTTON,0.025563,7139.52,1,52.29,2,0,2012
27,107.75,40.81,52.98,25.92,6.42,539.51,JOWAR,0.01,30985.43,1,46.37,0,0,2012
20,117.01,58.81,80.32,33.9,6.58,694.48,GRAPES,0.01,21248.52,3,39.52,3,3,2017
16,85.78,44.65,47.83,28.85,6.22,217.9,BAJRA,0.01,3922.88,3,38.4,0,0,2013
2,140.09,78.18,66.67,30.68,7.29,1796.65,BANANA,0.52388,17065.38,2,73.15,3,0,2012
31,122.33,69.94,77.72,23.9,6.21,1630.98,TURMERIC,0.23251,1090.09,3,74.25,1,2,2016
29,91.46,51.71,45.5,26.86,6.17,588.82,BAJRA,0.023304,46790.85,1,33.03,0,0,2015
12,100.9,58.24,55.66,23.56,6.35,1963.5,RICE,0.056106,43776.39,2,77.86,4,2,2018
23,158.08,75.28,77.72,23.96,7.12,1197.29,SUGARCANE,0.266184,10667.19,2,87.1,1,0,2018
8,128.48,63.74,66.25,33.84,7.48,1176.91,COTTON,0.0405,11133.96,3,62.8,0,0,2014
2,105.6,54.16,57.7,21.68,6.48,866.17,ONION,0.279239,15664.74,4,48.62,2,2,2012
6,106.71,76.67,86.63,18.34,5.95,962.26,POTATO,0.269236,19006.16,3,56.5,1,0,2010
5,111.18,58.17,40.94,21.69,6.81,859.52,WHEAT,0.062934,42539.58,4,53.6,0,0,2018
30,135.16,51.61,68.54,32.95,6.27,500.92,COTTON,0.029285,40525.83,2,60.34,0,1,2012
4,34.06,59.21,50.78,29.61,6.01,490.4,GROUNDNUT,0.017722,40608.63,1,60.98,0,3,2015
22,133.61,67.47,77.98,27.37,6.0,1434.45,TURMERIC,0.215696,18083.45,2,67.99,1,1,2023
32,38.89,45.1,42.67,22.5,7.51,738.46,LENTIL,0.027184,43523.49,3,56.86,2,2,2015
35,99.8,51.61,71.47,22.61,6.93,586.04,ONION,0.230778,28952.47,4,46.2,1,0,2020
12,25.57,59.85,44.75,19.21,7.2,456.59,GRAM,0.01633,10771.62,3,41.42,0,4,2022
23,108.08,62.85,79.15,31.43,6.07,877.24,GRAPES,0.02154,46817.4,4,46.37,2,4,2018
23,150.45,67.76,79.17,30.01,6.38,1634.83,SUGARCANE,1.291719,23448.12,2,71.99,0,2,2021
4,96.66,42.6,45.87,28.13,6.91,292.36,BAJRA,0.025627,21315.28,2,50.5,0,0,2022
20,104.69,55.47,66.97,28.17,7.32,871.67,ONION,0.173318,20802.35,3,70.18,3,1,2022
33,147.5,62.09,76.51,27.14,6.3,1410.06,TURMERIC,0.117016,5862.17,2,83.03,3,2,2010
32,133.32,83.2,68.04,26.89,6.04,1638.77,BANANA,0.898889,5596.27,2,82.75,3,0,2015
35,93.18,48.5,47.08,26.86,6.46,335.59,BAJRA,0.039644,4479.87,3,55.74,0,0,2010
30,38.3,56.71,59.44,29.07,6.51,589.36,BLACKGRAM,0.115006,31664.73,4,76.67,0,2,2016
29,132.25,54.99,69.91,21.59,6.3,748.85,COTTON,0.030357,21019.77,2,57.95,2,1,2014
26,83.37,51.41,54.77,25.55,6.82,331.73,BAJRA,0.01,35328.92,2,44.89,0,0,2021
31,20.44,38.3,33.67,33.27,7.06,429.61,MOTHBEANS,0.023441,49447.18,1,41.56,0,0,2015
9,130.31,66.85,76.5,34.53,6.66,1271.75,SUGARCANE,0.376564,3564.54,2,55.06,3,1,2020
14,127.17,68.54,54.89,24.47,6.63,682.75,WHEAT,0.032257,17278.65,3,49.14,0,1,2020
10,132.29,50.75,56.16,29.6,7.5,973.99,COTTON,0.131622,29607.09,4,48.15,3,0,2016
25,131.13,60.02,64.61,19.36,6.68,1026.28,MAIZE,0.051726,27218.32,4,58.85,2,1,2014
32,13.17,34.14,29.94,34.27,6.79,398.73,MOTHBEANS,0.043133,10959.87,4,41.49,0,0,2019
3,87.76,66.37,81.61,22.84,6.33,558.55,GRAPES,0.032085,37998.1,4,57.79,3,4,2011
34,103.81,62.11,95.13,15.26,5.73,760.79,POTATO,0.083375,18091.03,4,72.6,2,0,2011
11,148.29,66.01,77.5,23.22,6.52,1993.04,SUGARCANE,0.378867,18168.08,2,83.97,2,1,2016
27,105.72,57.0,46.93,31.36,6.77,1738.7,RICE,0.107375,7184.16,2,69.35,2,0,2017
29,103.75,67.07,65.15,20.68,6.96,665.44,ONION,0.205743,12771.22,2,48.25,1,2,2012
5,20.14,77.17,41.32,26.02,6.47,737.89,SOYABEAN,0.060731,32113.3,4,54.05,0,3,2023
33,119.06,50.62,51.55,33.77,6.29,850.71,COTTON,0.058928,35230.55,4,49.38,1,0,2020
24,28.48,42.71,49.54,27.79,6.14,527.43,LENTIL,0.01,41141.22,2,52.15,0,4,2012
23,35.8,49.54,30.44,18.91,6.19,640.53,LENTIL,0.071315,33456.84,3,53.16,0,4,2016
14,123.67,69.22,53.77,23.95,6.35,383.47,WHEAT,0.016933,33633.18,3,47.55,0,2,2014
18,115.34,62.04,53.51,12.75,7.44,552.32,WHEAT,0.014116,13375.33,4,63.14,0,2,2020
21,22.58,40.64,28.92,38.42,6.53,798.55,MOTHBEANS,0.021291,27004.17,1,45.1,0,0,2014
2,114.73,71.49,91.72,20.88,5.52,956.47,POTATO,0.157575,30592.54,3,54.01,2,2,2023
35,146.06,71.22,84.52,25.46,6.72,1456.8,SUGARCANE,0.900151,34398.83,4,82.82,2,2,2019
20,127.99,58.52,50.33,24.9,6.0,627.54,WHEAT,0.01,16339.14,2,51.96,1,1,2011
21,32.68,41.98,37.92,20.49,6.3,414.13,LENTIL,0.061849,42150.74,2,43.47,0,2,2015
16,86.49,58.0,67.92,27.56,6.1,473.78,ONION,0.039596,30667.71,4,60.93,1,0,2021
15,84.65,62.27,73.83,33.62,6.44,728.25,GRAPES,0.026554,31020.31,1,45.04,3,3,2022
25,158.28,71.69,75.89,24.19,6.06,1908.61,BANANA,0.3677,20143.66,1,78.91,3,2,2012
3,122.82,64.92,47.45,24.05,7.26,509.73,WHEAT,0.014496,30712.03,2,51.88,0,0,2019
8,80.51,63.08,85.73,19.7,6.64,458.5,GRAPES,0.018132,37839.42,4,67.35,3,4,2013
34,119.22,55.54,88.32,18.72,6.83,435.29,GRAPES,0.025935,45720.74,2,67.44,4,2,2019
11,23.32,42.33,46.7,27.03,6.52,482.73,GRAM,0.01,48513.14,3,35.26,2,4,2018
4,104.23,59.23,60.93,31.09,6.23,538.08,MAIZE,0.01,25104.97,2,77.81,0,3,2013
2,112.57,58.28,49.52,31.73,7.19,859.25,MAIZE,0.01,42938.16,1,70.46,2,0,2022
3,29.52,57.86,52.95,27.91,7.15,816.79,BLACKGRAM,0.081654,36679.79,4,62.92,0,3,2020
21,33.6,51.47,30.23,24.55,6.59,354.29,GRAM,0.033724,18835.42,1,39.95,0,3,2011
10,39.33,74.45,58.41,21.35,6.44,761.68,SOYABEAN,0.023098,39413.31,1,58.57,0,2,2016
5,85.83,42.17,52.17,29.22,6.2,516.8,BAJRA,0.033642,35898.44,1,51.48,0,0,2016
1,109.05,65.11,57.77,20.75,6.15,1029.17,MAIZE,0.027267,13985.84,4,50.75,2,0,2011
14,105.95,75.97,96.47,24.56,6.45,911.73,POTATO,0.071496,47532.11,2,50.48,3,0,2019
33,98.15,44.57,48.15,28.43,6.55,259.94,BAJRA,0.01,31883.41,1,58.44,1,0,2011
2,125.65,68.41,50.16,33.35,6.06,1190.53,RICE,0.01165,22898.46,2,74.1,2,1,2022
6,118.14,59.67,53.89,21.13,6.67,946.02,COTTON,0.034312,108.13,3,65.24,2,0,2021
18,113.69,60.01,90.97,19.45,5.55,934.47,POTATO,0.070919,43824.52,4,61.1,3,0,2013
14,150.42,77.73,73.05,29.38,7.36,990.79,BANANA,0.535438,36114.1,3,79.36,4,1,2018
8,128.18,77.17,64.75,23.46,5.6,1921.76,TURMERIC,0.131134,36920.34,2,60.5,2,2,2017
3,87.62,52.67,70.87,29.62,6.75,740.67,ONION,0.184228,6891.79,3,48.18,1,2,2010
22,156.54,79.09,73.47,25.95,7.49,1661.92,BANANA,0.574017,47262.15,3,92.49,4,2,2016
15,91.65,64.24,75.36,28.89,6.19,516.77,GRAPES,0.01,46204.67,1,55.26,3,2,2014
33,38.61,66.55,64.04,32.52,6.93,565.29,GROUNDNUT,0.021597,28172.85,4,47.06,0,4,2011
17,131.59,53.67,59.63,28.83,6.28,1750.87,RICE,0.135537,33956.6,2,80.64,2,0,2013
20,119.5,64.28,70.49,21.58,6.47,598.14,GRAPES,0.042925,43173.94,2,47.99,4,4,2011
31,119.56,64.46,47.76,21.18,6.01,671.48,WHEAT,0.014721,19562.48,3,57.56,0,1,2021
15,130.69,71.8,69.94,24.75,6.28,1052.77,BANANA,0.021089,38281.26,4,73.03,4,1,2016
24,112.87,69.28,67.3,24.6,6.92,892.3,COTTON,0.154612,33769.0,1,66.66,2,1,2010
17,21.07,52.99,30.85,19.08,6.29,571.32,GRAM,0.028868,36398.46,4,59.98,0,3,2012
24,154.98,75.6,69.04,31.63,7.36,1348.2,BANANA,0.298904,18604.87,2,66.75,4,0,2023
34,103.36,57.37,72.12,20.42,6.92,840.83,ONION,0.236121,4100.61,1,47.23,0,2,2011
28,128.68,62.65,44.29,23.58,6.84,1972.57,RICE,0.062643,28168.32,4,82.13,3,2,2022
19,29.05,30.4,23.9,31.94,7.35,358.39,MOTHBEANS,0.01,5225.26,3,35.97,0,0,2014
17,106.42,51.51,47.01,34.43,7.91,463.06,JOWAR,0.049838,36236.48,4,46.31,1,0,2016
10,133.7,60.27,76.05,24.23,6.38,1825.01,SUGARCANE,0.406464,44629.01,1,70.4,1,3,2013
6,124.88,59.94,51.2,26.94,6.19,524.12,COTTON,0.029586,22440.11,2,74.09,0,0,2017
6,30.48,49.2,50.27,29.39,7.15,479.58,BLACKGRAM,0.01,42429.82,3,63.63,0,2,2012
9,130.6,52.65,48.67,29.67,5.99,1312.86,RICE,0.087131,24674.15,4,93.5,3,2,2022
14,104.52,41.47,50.2,24.23,6.73,615.32,JOWAR,0.049518,39789.62,3,56.76,1,0,2018
26,80.2,46.96,54.45,30.26,6.89,397.15,BAJRA,0.035956,38139.22,2,45.93,0,0,2010
30,155.91,74.05,63.21,26.82,6.4,1544.6,BANANA,0.929691,45197.22,1,77.17,3,1,2023
18,32.79,58.68,35.08,22.63,7.07,758.2,LENTIL,0.101081,33064.44,1,41.78,0,4,2018
6,100.24,67.06,82.28,28.23,6.65,306.14,GRAPES,0.022434,35387.45,4,55.15,2,4,2015
4,25.48,47.17,23.76,38.46,7.79,580.48,MOTHBEANS,0.056531,44514.18,2,62.14,0,0,2011
3,90.65,55.08,84.43,27.49,7.31,694.87,GRAPES,0.033065,37288.67,4,41.34,3,4,2016
24,22.24,62.73,60.0,22.96,6.6,1001.71,SOYABEAN,0.01,20433.32,2,65.1,0,3,2013
34,36.87,55.47,41.85,34.64,6.5,567.55,BLACKGRAM,0.046539,5262.44,3,55.1,0,1,2019
15,37.08,46.96,41.43,15.72,7.02,671.98,LENTIL,0.052523,4263.32,4,59.27,0,3,2021
15,132.74,62.47,59.19,29.97,6.11,549.83,MAIZE,0.01,1253.42,4,69.49,0,1,2012
12,111.8,60.38,52.7,20.66,6.81,681.2,WHEAT,0.059229,45280.91,3,61.44,0,3,2016
34,130.62,64.3,56.66,20.21,6.64,853.5,MAIZE,0.088251,302.71,3,47.77,3,0,2022
11,116.26,78.87,82.97,16.35,6.13,488.72,POTATO,0.103128,27586.8,2,75.05,1,0,2019
15,34.04,41.26,35.85,15.13,6.65,825.77,LENTIL,0.01,15991.93,4,54.21,0,2,2023
20,111.64,62.02,58.4,25.86,6.26,686.7,MAIZE,0.061818,44349.14,1,70.05,2,0,2016
27,34.42,49.52,53.15,26.39,6.72,569.07,BLACKGRAM,0.01,519.97,2,55.09,0,1,2020
31,38.91,61.89,48.34,24.06,6.99,501.63,SOYABEAN,0.028642,41887.52,2,67.82,0,3,2018
33,80.05,68.03,57.35,29.11,7.33,606.56,ONION,0.062426,19057.83,2,73.66,0,0,2017
10,122.05,69.84,61.28,22.4,5.58,1158.22,TURMERIC,0.178273,28968.21,3,81.14,1,0,2016
25,92.64,41.43,41.56,35.81,6.56,351.69,BAJRA,0.03024,38349.1,4,55.27,1,0,2022
2,20.56,47.05,58.7,30.43,6.22,574.95,BLACKGRAM,0.126544,25542.55,2,56.4,0,4,2014
7,113.84,67.23,75.92,23.09,7.29,763.57,GRAPES,0.029095,33419.5,2,51.96,2,3,2018
13,117.94,65.93,99.57,16.49,6.43,483.4,POTATO,0.070796,46060.21,2,74.16,2,1,2023
9,22.52,49.06,32.39,25.21,7.68,858.98,LENTIL,0.044087,31285.98,3,66.93,1,4,2023
4,128.52,69.94,51.53,26.81,7.83,988.16,COTTON,0.118391,36661.49,1,60.02,0,0,2022
12,28.62,56.71,49.3,21.63,7.89,584.43,GRAM,0.017472,39961.91,3,46.87,0,3,2011
3,28.48,71.74,50.02,23.97,6.73,556.71,SOYABEAN,0.029269,5300.98,4,53.72,0,3,2017
7,153.2,66.29,73.01,25.29,6.37,1686.74,BANANA,0.485336,40832.18,1,68.36,4,1,2020
31,29.52,53.66,48.99,18.16,6.25,620.26,GRAM,0.013867,9401.85,2,51.59,2,4,2012
28,138.07,63.73,85.48,23.97,6.2,1722.58,SUGARCANE,0.548506,18630.69,4,61.27,3,1,2014
15,29.73,70.12,41.19,20.19,6.21,998.19,SOYABEAN,0.013622,13294.41,4,71.1,0,0,2017
3,26.06,51.36,32.1,24.07,6.96,627.41,GRAM,0.033427,7168.37,2,54.34,4,3,2013
3,33.38,55.35,30.3,23.99,6.63,623.88,GRAM,0.015306,3852.64,3,39.18,1,3,2016
10,27.01,58.5,31.86,17.43,7.1,516.74,LENTIL,0.01,26241.36,4,41.94,0,4,2013
24,113.9,60.15,44.23,27.65,6.64,1515.91,RICE,0.107724,27641.38,2,75.51,2,1,2010
22,109.18,56.85,71.71,28.58,7.38,466.77,GRAPES,0.01,1914.99,2,57.05,4,4,2014
19,104.84,58.66,47.52,32.55,6.27,1537.32,RICE,0.079824,5459.77,3,70.6,3,1,2015
4,135.43,71.09,85.78,29.79,6.9,1275.37,SUGARCANE,1.101258,22141.78,1,62.36,4,1,2021
2,34.5,75.08,58.55,30.36,6.87,920.29,SOYABEAN,0.01,29773.84,2,61.19,0,1,2011
16,105.43,62.18,57.13,18.56,6.43,560.34,ONION,0.01084,14182.69,4,48.97,2,1,2021
13,28.89,57.2,50.08,22.16,6.11,710.23,GROUNDNUT,0.01,2062.51,4,69.89,0,4,2014
23,26.52,69.2,49.0,27.99,6.29,683.61,SOYABEAN,0.033567,21901.79,3,67.34,0,4,2015
23,117.84,59.72,57.26,20.82,6.89,525.52,MAIZE,0.042973,31470.09,3,68.14,2,1,2015
2,13.17,47.77,39.86,25.08,7.72,399.57,MOTHBEANS,0.021654,45889.03,2,41.54,0,1,2011
3,37.87,44.87,44.68,32.14,6.43,863.01,BLACKGRAM,0.121602,30310.19,2,55.5,0,1,2015
2,89.17,47.27,42.49,34.2,6.12,227.07,BAJRA,0.018094,42513.77,2,46.31,0,2,2012
11,33.93,56.49,30.71,26.53,7.71,600.1,GRAM,0.01,13822.21,4,37.37,0,2,2013
8,129.11,67.11,53.96,14.64,6.57,543.28,WHEAT,0.028764,33949.15,4,50.44,1,0,2018
25,91.75,63.05,56.71,23.16,6.14,778.38,ONION,0.122009,31154.98,4,40.64,1,1,2016
10,36.92,63.28,58.7,30.61,6.44,415.87,GROUNDNUT,0.011833,44200.8,4,68.13,0,3,2016
24,111.43,60.21,81.95,24.02,5.79,436.63,POTATO,0.031763,12877.26,4,54.9,1,2,2022
24,159.96,80.99,69.14,29.54,7.04,1276.62,BANANA,0.861242,3151.22,1,80.23,4,1,2020
25,21.77,41.55,49.37,30.37,6.06,667.7,BLACKGRAM,0.063425,9434.88,2,69.08,0,2,2021
14,16.94,46.62,25.81,39.32,7.68,547.05,MOTHBEANS,0.01,5186.95,3,32.21,0,0,2021
22,149.77,77.58,87.68,27.06,6.71,1416.35,SUGARCANE,1.21787,26081.38,1,88.3,2,0,2018
28,119.79,75.58,94.65,18.78,5.85,454.72,POTATO,0.162864,31474.87,2,78.23,2,0,2022
2,29.67,59.94,37.15,27.84,7.74,617.23,GRAM,0.01,3088.0,1,56.77,1,3,2022
26,94.25,63.58,77.29,31.81,6.11,671.85,GRAPES,0.011261,15540.59,1,66.93,3,3,2020
34,28.9,59.14,46.37,28.13,6.53,627.07,GROUNDNUT,0.026955,18852.28,1,56.75,0,4,2023
4,157.63,73.84,74.85,30.53,6.91,1623.98,SUGARCANE,0.984944,37140.09,1,83.2,1,2,2019
2,25.07,58.15,52.62,30.35,6.96,665.09,GROUNDNUT,0.01,35614.71,4,47.26,0,3,2014
5,109.54,62.81,60.52,31.68,6.16,1197.2,MAIZE,0.037956,5245.23,3,65.71,1,1,2022
34,139.11,74.99,89.65,30.63,6.89,1310.07,SUGARCANE,0.713247,13943.2,3,76.79,3,1,2022
8,139.99,57.1,52.74,28.01,6.45,732.84,MAIZE,0.051587,32530.79,1,76.36,0,1,2012
