N,P,K,temperature,humidity,ph,rainfall,label,yield
66.3,40.5,50.7,33.3,70.4,6.96,142.5,watermelon,21.5
90.9,37.3,55.3,31.0,67.9,6.56,103.3,watermelon,28.55
97.1,30.9,53.1,35.0,67.9,6.07,130.5,watermelon,28.58
80.7,54.3,35.8,31.5,68.6,6.17,133.1,watermelon,18.98
82.8,45.4,42.7,28.8,76.4,6.68,127.4,watermelon,21.42
63.5,53.3,42.5,30.1,69.4,6.43,118.4,watermelon,23.08
65.6,47.2,31.9,33.7,72.3,6.43,130.2,watermelon,20.53
78.9,32.1,56.9,32.8,75.2,6.87,129.2,watermelon,22.69
74.9,58.0,58.5,33.2,64.1,6.19,138.0,watermelon,18.32
75.1,39.1,50.3,35.5,75.6,6.49,94.1,watermelon,27.88
79.9,50.5,37.1,24.8,77.1,6.61,66.5,watermelon,18.24
85.4,49.1,32.2,35.6,77.9,6.55,80.9,watermelon,25.09
91.4,59.3,49.1,27.9,70.0,6.82,76.5,watermelon,18.17
77.8,54.5,34.3,28.0,65.4,6.7,125.9,watermelon,22.74
65.3,51.1,59.8,33.3,64.5,6.62,79.5,watermelon,14.62
64.1,35.9,53.9,27.5,75.1,6.95,107.4,watermelon,22.28
63.9,42.8,45.0,34.0,76.3,6.85,119.8,watermelon,23.42
94.9,44.4,59.6,34.5,70.2,6.07,72.4,watermelon,26.1
78.8,48.1,56.4,34.2,75.3,6.41,64.2,watermelon,25.74
82.5,59.4,46.5,31.7,73.6,6.83,93.5,watermelon,22.7
84.6,38.9,45.2,33.2,60.4,6.56,67.3,watermelon,18.84
66.8,59.6,60.0,32.6,72.2,6.78,139.7,watermelon,22.2
88.4,59.5,37.7,29.6,67.2,6.39,122.1,watermelon,19.81
91.6,30.8,54.6,33.3,70.3,6.5,133.6,watermelon,21.18
72.5,38.0,50.4,26.1,72.9,6.47,134.0,watermelon,21.87
96.0,35.6,50.6,26.6,76.5,6.64,79.4,watermelon,19.52
92.0,53.9,31.0,27.6,68.5,6.59,65.0,watermelon,20.1
79.1,52.3,44.5,29.6,72.4,6.26,75.0,watermelon,30.91
89.5,34.1,30.9,26.1,78.8,6.82,102.3,watermelon,29.37
82.4,35.5,39.2,35.3,77.4,6.1,75.0,watermelon,24.33
82.0,47.5,38.7,27.5,64.6,6.94,88.9,watermelon,23.35
88.1,33.0,32.1,32.9,74.5,6.27,85.5,watermelon,29.86
63.7,42.9,38.5,31.8,73.8,6.79,111.1,muskmelon,16.38
60.8,39.4,50.5,28.0,61.6,6.52,121.1,muskmelon,11.06
75.5,49.1,37.3,33.7,64.3,7.36,120.7,muskmelon,11.05
70.1,43.6,42.6,31.3,74.5,7.34,77.3,muskmelon,20.11
73.5,44.8,41.7,33.1,66.0,6.31,104.6,muskmelon,14.39
61.0,50.9,59.2,29.5,62.9,7.23,76.1,muskmelon,25.64
64.7,44.9,40.1,33.4,62.1,7.29,126.7,muskmelon,23.28
64.6,45.6,55.5,28.5,61.2,6.44,74.2,muskmelon,24.11
73.7,58.9,39.0,33.1,60.5,6.16,66.2,muskmelon,14.73
69.5,37.4,32.0,32.1,60.5,7.21,142.9,muskmelon,22.1
73.1,49.6,58.0,35.6,68.5,6.93,130.3,muskmelon,9.42
73.1,51.5,41.1,27.5,63.6,6.84,141.9,muskmelon,21.96
65.2,53.7,51.7,30.1,67.8,6.19,128.5,muskmelon,19.27
78.4,49.8,57.9,29.7,69.1,7.41,146.0,muskmelon,23.95
69.2,36.3,41.5,35.3,67.3,7.14,142.3,muskmelon,24.08
71.1,44.8,59.6,26.6,63.8,7.44,118.9,muskmelon,17.99
70.3,58.3,48.1,28.9,71.0,7.33,141.3,muskmelon,15.31
65.6,43.5,36.6,30.4,71.6,6.51,77.2,muskmelon,12.17
74.2,36.6,33.5,36.0,65.2,7.34,110.9,muskmelon,19.99
63.6,55.4,54.8,28.2,75.3,6.81,140.9,muskmelon,21.79
77.6,59.1,52.3,25.4,76.1,6.97,83.9,muskmelon,22.32
77.1,50.1,38.7,35.7,71.4,6.78,90.4,muskmelon,12.32
68.6,58.0,59.0,33.2,64.8,7.07,52.0,muskmelon,22.91
78.7,41.3,37.9,35.9,70.6,7.29,141.1,muskmelon,16.87
71.1,55.4,58.9,27.9,74.8,6.43,111.1,muskmelon,22.14
69.0,41.1,37.6,25.6,67.3,7.31,91.9,muskmelon,13.98
64.3,37.7,58.1,25.0,68.3,6.87,73.0,muskmelon,13.95
66.9,57.0,42.9,29.0,67.7,7.45,61.7,muskmelon,22.39
79.1,39.5,32.5,30.2,64.6,7.13,115.7,muskmelon,19.86
74.2,39.3,60.0,32.8,71.8,7.3,108.9,muskmelon,16.47
73.6,41.2,31.3,33.8,61.0,7.01,65.7,muskmelon,17.6
61.9,50.0,48.4,34.4,63.5,7.2,95.0,muskmelon,18.23
67.7,45.6,33.2,29.1,73.0,6.75,66.6,muskmelon,15.71
73.4,57.0,46.5,32.1,61.5,7.43,81.5,muskmelon,15.82
61.7,53.7,37.2,27.4,63.6,7.46,128.1,muskmelon,25.13
78.1,44.4,35.1,27.9,65.8,7.08,52.6,muskmelon,11.73
62.5,31.4,33.3,32.3,62.8,6.22,73.0,muskmelon,22.08
60.7,57.2,56.3,26.2,65.3,6.28,122.0,muskmelon,14.28
76.6,47.7,30.3,34.6,74.6,7.18,57.2,muskmelon,21.05
79.1,47.4,45.2,29.1,74.0,7.38,110.0,muskmelon,13.16
72.4,55.9,32.0,28.8,78.8,6.75,72.1,muskmelon,15.6
62.3,49.8,47.8,31.8,72.2,6.03,67.4,muskmelon,13.97
74.7,33.6,50.0,26.1,62.4,6.24,100.8,muskmelon,18.23
62.6,48.5,53.2,27.7,61.6,6.23,59.2,muskmelon,23.35
70.5,53.1,41.1,31.8,61.5,6.72,59.7,muskmelon,13.55
74.4,50.2,52.4,24.7,79.9,6.08,132.6,muskmelon,21.88
68.8,52.7,52.2,25.6,75.9,6.12,100.1,muskmelon,18.95
69.3,37.1,44.7,27.0,70.6,6.69,128.1,muskmelon,12.45
69.5,31.5,36.9,28.2,69.8,6.4,106.1,muskmelon,22.7
65.7,31.9,34.1,30.7,73.7,6.07,68.6,muskmelon,15.1
79.2,36.1,31.9,28.2,62.7,6.19,90.7,muskmelon,15.47
72.1,45.1,32.3,34.4,65.7,7.44,143.2,muskmelon,17.57
76.7,40.8,34.9,30.6,69.8,7.28,122.9,muskmelon,22.21
72.8,45.0,59.6,35.5,77.0,7.16,107.8,muskmelon,13.89
60.2,36.8,42.1,31.0,71.2,6.26,60.5,muskmelon,14.67
60.3,50.8,37.4,28.2,66.7,6.77,136.0,muskmelon,11.59
73.8,31.3,54.9,35.5,72.2,7.43,91.3,muskmelon,17.38
60.7,37.3,44.3,30.1,64.4,6.92,68.1,muskmelon,14.58
73.9,45.5,52.1,24.7,68.5,7.45,55.4,muskmelon,16.0
62.9,43.9,34.7,30.2,78.5,6.3,60.7,muskmelon,23.07
77.7,39.2,48.8,35.1,63.4,7.2,113.2,muskmelon,23.14
68.7,33.9,58.8,24.8,61.3,7.35,80.1,muskmelon,18.58
73.0,35.8,43.8,30.4,66.7,6.38,64.0,muskmelon,20.41
65.8,40.1,43.6,32.4,68.6,7.31,118.0,muskmelon,21.54
63.0,59.3,53.6,30.9,63.3,6.26,111.4,muskmelon,15.67
67.4,45.4,35.6,25.9,61.5,7.23,105.5,muskmelon,23.0
70.2,54.5,58.3,32.7,62.1,6.98,62.0,muskmelon,12.03
76.7,34.8,32.2,34.6,62.6,6.05,122.1,muskmelon,22.96
70.8,40.1,37.2,33.1,77.0,6.48,77.4,muskmelon,13.36
65.6,30.8,53.7,27.1,73.8,6.81,133.7,muskmelon,22.14
61.8,52.5,30.6,26.7,61.1,7.35,50.5,muskmelon,17.09
73.1,38.7,56.2,32.8,68.6,6.54,131.6,muskmelon,21.59
66.8,31.2,32.5,24.6,60.5,6.23,135.7,muskmelon,21.19
72.5,48.7,33.7,32.4,65.6,6.78,145.5,muskmelon,21.58
74.7,33.1,30.8,24.3,63.4,7.04,86.3,muskmelon,8.54
70.7,41.8,45.6,30.2,69.4,6.92,138.6,muskmelon,13.49
60.1,55.8,39.2,27.3,80.0,6.88,62.3,muskmelon,13.38
79.7,42.9,36.9,30.8,68.1,6.08,136.1,muskmelon,10.07
75.8,32.3,51.7,33.3,72.0,6.87,55.0,muskmelon,9.61
62.1,37.3,45.0,26.0,75.8,7.21,134.2,muskmelon,10.65
76.9,40.9,50.9,31.1,66.9,6.41,115.3,muskmelon,11.27
71.5,33.3,51.1,29.2,64.1,7.44,122.0,muskmelon,18.0
70.9,43.2,35.7,25.8,68.6,6.68,123.3,muskmelon,17.65
76.7,59.8,39.7,34.8,76.1,6.1,83.4,muskmelon,13.63
71.1,44.8,52.9,28.0,67.7,7.3,147.2,muskmelon,23.43
62.3,36.3,42.7,26.8,78.0,7.01,91.7,muskmelon,14.17
69.5,51.4,32.7,34.2,62.6,6.39,149.4,muskmelon,13.75
72.8,41.8,32.8,24.0,61.6,6.78,73.1,muskmelon,20.99
62.9,40.1,34.4,27.4,64.8,7.18,84.5,muskmelon,17.92
76.4,39.0,36.3,35.7,66.4,7.01,117.8,muskmelon,16.6
62.8,44.6,45.3,33.3,74.2,7.37,147.1,muskmelon,21.73
68.1,48.3,47.7,26.2,71.7,6.52,83.9,muskmelon,23.29
70.5,46.9,46.9,26.6,72.0,6.5,115.5,muskmelon,11.15
75.4,42.5,39.0,28.7,74.4,6.98,120.2,muskmelon,22.56
73.4,43.2,49.1,29.7,75.5,6.01,71.6,muskmelon,15.24
70.1,40.9,42.1,29.4,77.4,7.44,134.4,muskmelon,22.0
65.4,47.9,49.7,26.4,74.9,6.3,76.3,muskmelon,13.94
74.6,45.9,54.6,33.8,67.8,7.17,70.6,muskmelon,18.49
68.5,45.6,32.4,29.6,73.0,6.92,55.4,muskmelon,10.49
76.9,56.1,39.3,32.6,71.5,7.48,59.5,muskmelon,17.47
26.2,20.9,31.6,9.1,70.8,6.55,118.1,apple,27.18
39.3,22.4,55.1,18.2,74.7,6.71,136.1,apple,23.35
28.5,39.9,38.7,8.3,77.1,5.93,115.3,apple,16.32
37.2,22.3,48.7,11.3,70.1,6.51,195.9,apple,17.27
31.6,28.6,44.2,1.4,54.4,6.9,106.8,apple,21.74
20.2,24.5,41.3,10.1,60.2,6.47,122.6,apple,10.47
26.9,27.2,58.5,0.9,65.9,6.37,169.9,apple,22.68
32.6,26.4,53.2,3.8,71.5,6.44,165.2,apple,12.72
34.7,29.8,40.2,3.3,58.7,6.65,140.9,apple,25.39
33.5,33.5,48.3,10.4,55.9,6.76,196.4,apple,20.34
40.0,29.7,51.7,12.9,57.1,5.57,145.3,apple,27.2
35.7,33.1,50.9,5.7,64.1,5.77,124.7,apple,11.82
24.2,31.6,43.2,5.3,75.8,6.29,192.3,apple,22.81
38.3,37.1,49.1,10.7,63.6,6.22,176.9,apple,20.83
21.2,22.5,37.5,7.4,76.8,5.86,132.0,apple,15.1
32.3,30.6,58.6,19.9,75.1,6.71,136.6,apple,22.12
35.7,23.4,36.5,0.8,68.3,6.53,100.3,apple,20.2
35.8,20.8,31.5,12.4,67.7,6.75,159.2,apple,27.69
28.0,39.6,33.2,15.9,50.3,6.23,115.3,apple,22.39
20.7,23.3,40.3,5.1,61.5,6.93,110.1,apple,17.42
25.6,25.6,51.4,12.4,74.4,6.11,160.7,apple,29.03
38.4,25.4,59.6,16.3,73.8,6.5,198.3,apple,15.96
34.0,34.6,52.5,3.8,60.5,6.09,174.8,apple,23.91
35.8,31.9,34.2,12.7,76.6,6.46,189.6,apple,28.67
34.5,30.8,43.6,4.8,57.4,5.78,163.1,apple,13.92
30.5,28.8,55.6,8.9,52.5,6.99,184.5,apple,23.15
22.6,35.3,36.2,9.8,55.3,6.63,124.6,apple,13.17
34.4,25.9,45.5,6.6,73.2,5.84,194.1,apple,18.28
24.8,21.5,44.1,5.0,76.6,6.28,123.3,apple,17.93
23.6,26.0,33.2,3.8,78.1,6.5,192.1,apple,13.68
27.2,22.9,54.1,1.2,62.1,6.73,161.7,apple,19.15
21.5,39.8,35.2,5.1,57.1,6.86,176.4,apple,20.66
21.1,37.9,31.8,7.8,51.6,7.0,191.4,apple,23.41
25.5,29.0,39.7,0.4,69.7,6.42,190.4,apple,17.91
30.2,23.9,48.8,15.4,54.6,5.98,186.8,apple,20.55
34.4,31.6,32.1,16.1,77.7,5.58,112.1,apple,22.64
27.7,30.8,51.1,10.1,54.2,5.63,143.9,apple,27.61
27.2,38.2,41.7,10.2,53.5,6.61,170.0,apple,26.11
28.7,23.4,58.9,1.7,69.5,6.56,115.8,apple,16.99
31.1,39.9,42.9,19.8,53.8,6.09,190.2,apple,26.45
33.6,37.7,53.0,12.6,54.6,5.61,161.5,apple,22.56
25.9,27.8,44.9,7.8,61.6,5.67,186.6,apple,22.61
28.5,28.3,48.0,12.2,69.4,6.55,110.3,apple,16.43
29.1,28.6,52.0,3.3,68.9,5.96,138.2,apple,24.58
26.9,27.8,51.5,4.0,78.4,7.0,181.9,apple,15.56
21.7,37.4,45.5,3.5,59.8,6.7,187.0,apple,19.71
35.0,36.5,52.9,7.7,69.3,6.79,115.2,apple,18.66
28.2,35.4,35.9,10.8,51.1,6.85,182.0,apple,22.14
22.1,36.9,51.5,2.4,79.4,5.53,162.9,apple,11.79
21.4,21.6,44.0,19.9,58.3,6.42,151.9,apple,26.49
31.1,39.0,40.0,8.8,76.7,6.0,138.1,apple,15.28
38.6,32.6,48.7,7.8,50.4,5.76,114.7,apple,12.08
22.7,21.7,41.5,5.0,54.4,5.72,125.6,apple,20.65
37.1,35.0,48.8,18.2,65.6,6.45,141.2,apple,16.41
35.9,21.1,50.2,17.3,64.9,5.61,142.8,apple,15.11
33.8,34.4,45.5,14.2,71.7,5.6,122.3,apple,10.32
37.5,32.2,45.0,18.5,55.2,5.61,191.7,apple,27.87
24.9,39.4,53.0,13.5,56.7,6.27,182.3,apple,28.51
30.5,34.0,45.8,8.4,52.6,5.69,176.0,apple,10.83
38.1,34.1,30.1,6.2,72.9,6.13,146.9,apple,20.09
34.4,22.1,45.2,3.4,51.4,5.71,186.9,apple,13.22
22.8,34.7,43.4,18.9,69.9,6.3,165.7,apple,9.88
39.1,25.5,48.8,4.0,66.4,6.66,194.0,apple,17.75
34.3,24.4,48.9,13.1,72.9,7.0,104.0,apple,13.92
23.1,29.1,56.4,9.0,70.1,6.06,132.0,apple,27.14
27.0,38.3,45.0,3.8,64.5,6.51,136.7,apple,27.36
29.4,37.2,43.9,8.3,53.1,6.04,139.7,apple,14.18
22.9,24.5,46.8,5.4,69.2,6.54,130.1,apple,9.91
21.9,30.3,51.8,12.4,63.4,6.92,110.2,apple,28.53
28.4,23.1,34.7,18.4,57.0,6.81,150.3,apple,20.36
24.3,28.6,58.2,4.8,77.6,6.99,105.2,apple,21.41
32.4,39.8,56.9,18.5,56.4,6.31,123.5,apple,26.74
23.1,20.2,35.5,3.8,52.3,6.8,178.0,apple,14.54
28.4,35.5,39.7,11.3,61.4,5.78,158.6,apple,24.98
27.1,30.4,52.9,1.1,52.2,6.06,122.3,apple,17.86
31.8,33.4,53.8,13.0,61.9,6.9,172.6,apple,21.28
33.0,31.8,50.5,15.6,77.5,6.92,163.0,apple,29.46
20.1,32.8,35.4,5.9,58.9,6.22,101.1,apple,14.82
33.0,37.8,59.9,9.0,57.8,6.78,111.3,apple,30.53
30.1,21.9,30.5,10.9,62.4,6.76,164.2,apple,16.78
29.6,23.3,50.0,12.1,74.3,6.17,127.9,apple,26.2
34.1,30.6,56.3,4.6,62.1,6.69,113.3,apple,24.5
22.5,21.6,55.3,15.6,58.6,5.67,124.7,apple,12.33
24.3,24.3,31.0,11.9,70.7,6.48,156.9,apple,28.05
37.2,32.9,32.5,16.2,67.5,6.48,118.0,apple,18.84
24.3,20.0,37.7,9.8,74.6,6.46,191.9,apple,18.94
24.6,24.4,52.1,1.6,57.3,6.83,157.7,apple,10.48
30.1,37.1,50.5,0.1,56.2,5.89,170.2,apple,18.14
30.3,26.5,33.1,4.1,62.0,6.33,193.9,apple,14.28
23.1,34.3,30.3,13.1,54.9,5.77,155.9,apple,16.65
26.2,39.1,38.7,10.8,75.6,6.5,132.3,apple,21.87
30.9,28.6,52.7,17.0,56.0,5.62,139.1,apple,20.71
32.6,30.1,58.1,8.2,52.5,5.95,160.6,apple,14.89
26.8,34.9,58.2,7.0,55.9,6.13,135.2,apple,31.66
33.6,38.3,48.9,5.0,68.2,6.1,142.2,apple,29.23
29.4,23.2,35.4,12.1,72.5,6.45,132.9,apple,12.1
30.1,35.4,49.2,17.4,73.5,6.05,163.2,apple,23.72
28.4,33.0,41.8,14.8,77.4,6.88,115.7,apple,14.1
32.6,38.1,39.4,17.0,70.5,5.79,112.6,apple,24.61
35.9,31.1,44.3,5.5,79.5,6.58,177.8,apple,25.92
57.6,37.5,35.6,14.9,67.0,7.11,133.5,orange,21.06
37.6,22.9,40.0,10.2,79.7,6.79,149.0,orange,17.45
33.0,28.4,32.5,26.1,63.4,6.49,119.2,orange,15.42
50.4,23.1,40.0,14.8,71.8,6.3,173.0,orange,24.75
58.1,29.8,36.7,22.6,65.0,6.67,106.8,orange,20.57
55.7,28.2,47.7,12.5,75.2,6.46,118.2,orange,9.94
29.3,37.2,49.4,15.7,60.9,6.21,111.9,orange,14.6
31.9,24.4,39.2,15.4,74.4,7.4,129.1,orange,16.63
50.1,43.2,36.2,19.6,78.0,7.05,167.0,orange,13.54
29.4,24.7,30.4,14.6,76.6,6.35,165.6,orange,16.16
30.3,35.7,42.0,17.2,65.8,6.44,109.5,orange,9.15
23.9,23.7,46.1,21.9,70.9,6.97,193.5,orange,10.98
54.4,43.4,49.8,15.7,83.6,6.52,171.5,orange,23.2
28.2,37.4,45.3,11.4,81.3,6.51,140.6,orange,14.32
25.2,37.2,24.4,26.7,79.9,6.35,129.8,orange,13.92
52.7,36.9,32.8,23.0,71.4,6.19,110.7,orange,13.39
42.0,28.1,40.9,10.5,71.7,6.08,133.1,orange,7.24
50.7,23.0,42.1,20.5,72.6,6.9,133.6,orange,20.3
51.1,28.1,39.6,12.7,72.4,6.0,119.4,orange,19.67
42.3,39.1,48.0,21.8,62.6,6.22,163.6,orange,12.11
56.8,48.5,28.8,22.9,76.6,6.05,126.6,orange,10.16
58.1,45.4,28.8,19.5,64.8,6.42,106.5,orange,19.31
53.5,46.1,24.8,23.4,63.4,6.56,151.6,orange,9.0
30.8,23.8,48.0,15.2,72.5,7.49,156.7,orange,14.3
28.9,25.4,36.1,17.7,79.9,6.06,161.8,orange,21.04
25.8,27.4,48.0,21.4,61.0,6.12,178.5,orange,18.57
55.2,27.2,24.8,21.0,82.1,6.4,168.1,orange,10.94
56.1,23.5,20.7,23.9,69.1,6.59,180.0,orange,10.89
32.5,23.1,40.6,15.7,81.7,7.38,184.9,orange,14.62
55.7,33.6,41.2,24.9,66.9,6.18,162.5,orange,17.88
43.4,43.7,30.5,14.4,78.1,7.18,195.4,orange,10.66
50.6,41.1,29.4,10.4,72.7,6.43,129.0,orange,23.46
57.4,35.1,45.1,15.1,75.8,6.83,192.4,orange,12.69
58.0,22.9,39.0,11.1,61.9,6.9,155.1,orange,19.33
49.7,49.8,28.3,15.8,68.1,7.14,134.8,orange,19.28
44.3,44.9,35.4,18.6,66.7,6.77,126.2,orange,22.45
25.2,27.2,36.0,26.5,67.5,6.4,140.7,orange,23.65
26.0,38.4,43.8,23.8,72.2,7.1,158.4,orange,10.99
34.8,21.9,31.9,24.9,81.1,6.05,107.0,orange,18.9
28.7,22.3,42.5,20.9,69.9,7.04,191.1,orange,8.6
28.7,34.2,32.7,17.0,64.8,7.2,138.0,orange,22.23
53.6,36.3,31.6,22.7,79.7,6.72,142.5,orange,18.42
37.0,42.7,32.0,18.2,75.1,7.48,126.1,orange,11.37
47.6,33.5,31.7,13.7,82.3,6.66,160.8,orange,10.76
22.7,31.0,34.2,14.4,68.7,6.01,135.1,orange,10.0
20.2,40.9,47.9,21.2,62.4,7.48,197.6,orange,17.62
48.8,48.8,43.4,21.2,75.3,7.47,107.3,orange,9.77
25.8,31.5,28.4,14.4,60.6,6.85,140.1,orange,16.59
57.7,37.7,48.8,16.3,60.1,7.17,182.7,orange,8.99
46.4,24.4,36.6,14.4,60.4,7.3,149.2,orange,23.0
59.7,33.1,32.8,15.1,75.6,6.73,172.9,orange,14.12
54.5,44.8,30.5,22.4,72.3,7.14,139.0,orange,16.72
27.0,43.5,31.4,10.6,64.2,6.62,171.8,orange,16.75
54.3,30.2,44.0,12.3,70.4,6.15,105.3,orange,9.81
53.4,36.3,48.4,19.7,75.7,6.28,154.1,orange,13.99
57.4,26.0,38.6,21.5,74.1,6.19,165.4,orange,20.02
40.6,23.5,47.9,12.0,65.2,6.45,182.6,orange,19.87
27.3,42.5,32.1,10.5,84.1,6.23,151.0,orange,13.07
51.1,31.9,39.8,26.4,80.4,6.62,144.1,orange,23.51
20.9,26.2,44.8,12.8,67.1,6.94,118.4,orange,11.34
29.1,49.8,24.9,25.3,71.8,6.19,111.8,orange,18.11
29.4,48.8,33.9,26.7,64.1,6.28,159.6,orange,12.33
23.8,22.3,42.6,15.1,84.5,6.27,135.4,orange,14.38
54.8,45.0,20.3,17.4,80.7,6.0,153.4,orange,12.76
36.8,31.8,46.8,19.7,82.6,7.09,135.1,orange,16.51
53.1,25.6,48.1,20.4,75.3,6.78,155.4,orange,19.87
28.6,37.5,30.6,21.5,73.7,6.27,173.5,orange,16.67
46.9,39.6,42.5,13.7,62.8,7.0,123.6,orange,9.92
32.5,49.8,24.7,15.4,83.0,7.44,122.9,orange,22.74
50.5,20.4,32.2,14.5,77.6,6.02,146.5,orange,19.46
55.9,30.8,25.0,14.1,68.5,6.3,151.1,orange,19.35
37.1,43.5,29.0,21.2,82.3,6.33,162.0,orange,24.47
59.1,29.3,36.9,15.6,60.1,7.5,124.0,orange,24.86
56.2,49.0,37.0,28.0,79.2,6.79,165.5,orange,11.15
30.3,33.0,26.8,19.3,76.4,6.98,189.4,orange,24.55
44.8,26.2,48.3,13.1,63.8,6.48,157.4,orange,19.69
51.1,25.3,28.9,15.8,68.3,7.14,104.1,orange,11.51
51.1,49.5,39.8,20.6,82.7,6.38,106.6,orange,16.73
38.0,33.7,29.6,18.8,69.5,6.17,186.7,orange,19.08
24.6,22.9,21.9,11.1,63.9,7.27,182.8,orange,23.35
48.9,42.2,46.7,23.2,78.4,7.21,155.6,orange,10.92
36.8,22.8,25.1,10.4,67.5,7.45,137.9,orange,11.84
32.1,40.2,39.0,10.5,72.8,6.05,167.7,orange,23.73
28.2,42.3,43.8,25.6,66.5,6.68,122.2,orange,8.65
37.3,27.4,45.4,18.9,84.9,7.19,186.9,orange,23.08
22.6,47.5,24.1,17.0,75.2,6.32,122.5,orange,14.53
47.1,22.3,34.7,13.1,75.2,6.17,119.8,orange,22.82
49.5,28.2,27.1,15.4,82.0,6.6,124.4,orange,17.15
51.6,49.7,35.8,18.1,68.6,7.46,148.3,orange,12.21
58.4,33.1,30.4,22.2,80.7,6.75,133.1,orange,13.48
24.7,43.4,23.1,17.2,80.9,6.61,129.5,orange,24.11
55.4,21.9,32.4,21.4,69.3,6.8,120.4,orange,17.78
51.8,37.5,34.5,11.0,72.5,6.85,126.6,orange,20.43
28.3,42.1,24.4,14.4,76.3,7.09,105.1,orange,10.84
43.7,33.6,39.4,23.6,83.7,6.52,116.3,orange,12.66
35.8,46.2,30.4,12.7,73.1,7.49,118.8,orange,20.58
36.1,38.6,33.0,14.7,70.7,6.14,170.7,orange,21.63
42.7,27.0,23.8,21.9,63.4,7.17,127.2,orange,20.83
34.8,42.5,35.3,13.6,81.3,6.51,110.3,orange,14.25
44.4,45.1,36.2,14.0,66.5,6.15,173.6,orange,8.42
83.9,53.6,43.0,26.2,88.2,6.57,168.7,papaya,41.81
70.5,57.0,44.3,34.8,73.3,6.27,114.5,papaya,41.35
71.9,39.8,51.2,25.7,85.7,6.06,245.2,papaya,46.63
81.2,59.8,74.1,31.9,70.4,6.07,219.1,papaya,30.5
89.6,42.7,45.7,28.3,87.4,6.33,109.4,papaya,49.49
81.6,54.9,56.4,34.8,87.2,6.28,155.7,papaya,27.45
85.6,45.7,78.6,29.2,85.7,6.66,177.7,papaya,20.33
85.7,33.7,71.8,29.1,76.5,6.82,151.5,papaya,40.26
62.1,42.7,48.9,26.2,83.1,6.01,245.4,papaya,33.31
96.8,44.6,64.6,31.7,87.4,6.13,112.2,papaya,49.56
88.3,48.3,62.1,32.6,89.8,6.05,192.2,papaya,39.96
95.7,43.7,46.6,33.4,88.9,6.1,212.8,papaya,26.34
70.4,55.6,45.6,25.4,84.8,6.41,122.3,papaya,27.23
84.9,52.8,43.9,29.0,85.9,6.27,125.4,papaya,33.05
67.4,58.6,59.3,30.7,72.4,6.61,183.3,papaya,47.22
91.3,39.1,63.2,34.2,82.5,6.71,231.4,papaya,44.54
67.8,46.5,79.8,29.4,76.6,6.54,109.7,papaya,25.59
61.1,51.7,53.0,25.9,80.2,6.32,159.0,papaya,29.61
87.5,33.3,48.8,26.1,76.6,6.16,152.0,papaya,28.49
94.8,39.2,43.8,29.7,72.5,6.77,109.2,papaya,34.76
66.4,36.0,64.0,34.8,77.7,6.65,122.8,papaya,39.3
84.5,32.7,61.0,26.6,83.6,6.75,227.2,papaya,47.3
86.8,30.6,76.2,30.8,78.4,6.43,213.7,papaya,46.45
80.4,41.1,77.8,31.0,80.9,6.6,194.5,papaya,40.66
95.0,55.8,57.7,25.9,81.5,6.62,178.5,papaya,49.28
71.5,56.0,77.6,28.7,73.9,6.42,168.4,papaya,35.9
72.5,49.7,64.9,31.3,77.5,6.34,152.7,papaya,48.84
84.2,45.7,75.0,28.1,78.7,6.84,124.1,papaya,37.55
99.4,51.6,40.4,33.2,84.1,6.56,135.4,papaya,24.43
77.6,55.8,50.5,31.0,75.0,6.64,107.3,papaya,32.3
84.2,39.5,70.9,25.3,81.1,6.59,103.3,papaya,21.56
84.4,58.9,43.6,31.7,83.9,6.67,177.4,papaya,48.97
93.5,37.9,72.3,35.0,88.2,6.3,226.9,papaya,22.34
73.7,49.8,56.5,24.1,74.6,6.04,164.1,papaya,46.29
91.6,54.2,54.9,29.6,80.2,6.11,189.7,papaya,38.44
89.8,33.6,70.5,26.3,87.5,6.24,173.8,papaya,34.5
74.5,35.6,62.8,34.0,76.3,6.51,229.3,papaya,35.08
77.9,43.2,46.3,25.4,82.2,6.83,120.3,papaya,44.85
77.0,56.8,75.9,29.8,75.5,6.17,140.7,papaya,46.69
87.8,35.9,59.1,27.9,80.1,6.57,248.6,papaya,46.14
66.1,57.6,75.7,33.8,79.6,6.17,213.2,papaya,34.41
75.6,46.8,53.3,31.6,83.0,6.51,108.1,papaya,47.24
78.0,43.7,54.6,31.4,70.3,6.87,115.4,papaya,50.06
62.6,46.9,53.3,34.5,85.1,6.51,164.5,papaya,49.48
80.6,41.9,53.0,31.8,81.8,6.85,183.0,papaya,38.93
90.5,42.4,74.1,27.6,83.9,6.89,215.4,papaya,27.86
68.3,31.7,71.7,32.9,70.5,6.95,166.9,papaya,47.84
96.0,55.0,79.0,30.9,74.5,6.39,212.8,papaya,23.6
68.2,56.3,59.3,33.2,89.2,6.42,204.5,papaya,25.77
92.8,38.9,41.0,28.7,73.4,6.82,139.2,papaya,46.04
96.4,48.0,50.7,32.9,84.0,6.98,156.6,papaya,18.96
93.5,36.6,69.0,24.0,81.2,6.36,157.2,papaya,27.93
78.2,37.4,58.7,30.4,84.2,6.68,136.3,papaya,24.38
94.9,59.4,78.4,31.0,87.9,6.45,218.1,papaya,49.35
76.6,41.3,51.7,28.0,86.4,6.7,137.5,papaya,41.26
